X,Y,Z,W,Distance
-0.000133899,-0.000652584,-0.002576307,-0.999996459,0.00532212
-0.001418128,0.000140346,0.002250157,-0.999996453,0.00532692
0.001892817,0.00182065,0.000444947,-0.999996452,0.00532747
0.002032184,-0.001544105,-0.000799656,-0.999996423,0.00534915
-0.001350137,0.002297641,0.000396382,-0.99999637,0.00538859
-0.00229286,0.001339494,0.000479534,-0.999996359,0.00539683
-0.001737763,0.001779886,0.001070707,-0.999996333,0.00541636
-0.002057844,-0.001304097,-0.001257273,-0.999996242,0.00548317
-0.001416247,0.001055857,-0.002130742,-0.99999617,0.00553545
-0.001024746,-0.002538044,0.000415012,-0.999996168,0.00553677
-0.002623958,0.000466978,0.000752225,-0.999996165,0.0055386
0.001302873,-0.000525481,0.002394402,-0.999996147,0.00555207
0.000630818,-0.001241835,-0.002404911,-0.999996138,0.00555828
-0.002622102,-0.00065144,-0.000655987,-0.999996135,0.00556065
0.00198802,-0.000867336,-0.001840767,-0.999995954,0.00568958
0.0016865,-0.001806291,0.001416932,-0.999995943,0.00569733
-0.002065085,-0.001848334,-0.000671526,-0.999995934,0.0057033
-0.000656209,-0.002774296,-0.000110217,-0.99999593,0.00570596
0.000193573,0.002699401,-0.000961691,-0.999995875,0.00574429
0.001571948,-0.002237621,-0.000878391,-0.999995875,0.00574437
0.002765333,-0.00078474,-0.000178978,-0.999995853,0.00576019
-0.000046684,0.000093587,0.002882059,-0.999995841,0.00576821
-0.002293155,-0.001457406,0.000975414,-0.999995833,0.00577378
0.002699836,-0.00043109,-0.000930318,-0.99999583,0.00577595
-0.001058007,-0.001156459,-0.002455086,-0.999995758,0.00582544
0.002565236,0.000820058,0.001122606,-0.999995743,0.00583546
0.002404361,-0.001154695,-0.00118527,-0.99999574,0.00583752
0.000480634,0.002163663,0.001899206,-0.99999574,0.00583777
0.002409938,-0.000903223,-0.001377802,-0.999995739,0.00583846
0.002816901,0.000068652,0.000769092,-0.999995734,0.00584163
0.002690481,0.00095288,-0.000707606,-0.999995676,0.0058813
-0.001042443,-0.002612021,0.000910073,-0.999995631,0.00591196
0.002578361,0.000994904,-0.001051693,-0.999995628,0.00591408
-0.001717887,0.002369527,0.000528576,-0.999995577,0.00594825
0.002159267,0.00200822,0.000415881,-0.999995566,0.00595598
-0.002236659,-0.000312405,-0.001949396,-0.99999555,0.00596679
-0.0025167,0.001587799,-0.000257953,-0.999995539,0.00597377
0.001201351,-0.001069379,-0.002517091,-0.999995539,0.00597391
0.001616893,0.002527653,0.000206885,-0.999995477,0.00601538
-0.001248813,-0.000981771,-0.002555043,-0.999995474,0.0060174
-0.002450726,-0.001277219,-0.001196977,-0.999995465,0.00602335
-0.000605991,-0.001597639,0.002492185,-0.999995435,0.00604355
-0.000269858,0.000585869,-0.002970116,-0.999995381,0.0060785
-0.00193854,0.000476093,0.002311653,-0.999995336,0.0061085
0.001593903,0.000040886,-0.002628302,-0.999995275,0.00614839
0.001923115,-0.000268112,-0.002395616,-0.999995245,0.0061673
-0.001667103,0.001321846,-0.002237386,-0.999995234,0.00617504
0.002375379,0.00200144,0.000070683,-0.999995173,0.00621393
0.001085578,0.002399678,0.001660081,-0.999995154,0.00622672
0.000738049,0.00135591,-0.002708077,-0.999995142,0.00623444
0.002511645,0.001621468,0.000953698,-0.999995076,0.00627609
0.000356266,-0.002245616,-0.002175635,-0.999995048,0.00629371
0.002225947,0.002149192,0.000597445,-0.999995035,0.00630267
0.002140479,-0.000177205,-0.002327375,-0.999994985,0.00633386
0.002763211,-0.001297727,-0.000851288,-0.999994978,0.00633856
-0.001135624,-0.002286912,-0.001879875,-0.999994973,0.00634143
-0.000216543,-0.00223531,-0.002249166,-0.999994949,0.00635679
0.002419532,0.000632144,-0.001997162,-0.999994879,0.00640066
-0.000077638,0.000965583,-0.003054013,-0.999994867,0.006408
-0.001691391,-0.000472422,-0.002687383,-0.999994847,0.00642057
0.002887368,-0.000098495,-0.001405775,-0.999994839,0.00642591
0.00122081,0.001132213,-0.002767529,-0.999994784,0.00645947
0.000683596,-0.002834767,0.001397357,-0.999994772,0.00646708
0.002156938,0.002402502,0.000235031,-0.99999476,0.00647447
-0.000241393,0.000865788,0.0031163,-0.99999474,0.00648684
-0.000325114,-0.003249593,0.000124057,-0.99999466,0.00653636
0.00088766,-0.00016341,0.003162331,-0.999994592,0.00657732
-0.000344734,-0.000500961,-0.003240144,-0.999994566,0.00659342
0.003112288,0.000925211,-0.000573571,-0.999994564,0.00659434
0.001447737,0.00179529,0.002362084,-0.999994551,0.0066025
0.002449327,-0.002111832,-0.000664822,-0.999994549,0.00660334
0.00301538,-0.000284427,0.001323813,-0.999994537,0.00661094
0.002745194,-0.00185888,0.000178993,-0.999994488,0.00664036
-0.002966436,-0.001437133,-0.000448628,-0.999994467,0.00665327
-0.00226975,-0.000460236,0.00242715,-0.999994373,0.00670964
0.001345769,0.001430952,0.002719932,-0.999994372,0.00671017
0.003310805,0.000104423,-0.000544697,-0.999994365,0.00671388
-0.002824356,-0.001634813,-0.000793113,-0.999994361,0.00671675
0.003214303,-0.000077046,0.000972316,-0.999994358,0.00671805
0.002099135,0.001899427,-0.001814079,-0.999994347,0.0067246
-0.001028183,0.003181036,-0.00037282,-0.999994342,0.00672762
0.001796468,-0.002468975,0.001455058,-0.99999428,0.00676473
0.001263453,-0.002704113,0.001602191,-0.999994262,0.00677513
0.001851689,-0.001846296,-0.002164319,-0.999994239,0.00678871
-0.002727596,0.001552418,-0.001293462,-0.999994239,0.00678906
-0.002593915,-0.000566062,-0.00214793,-0.999994169,0.00683008
-0.001631863,0.002932321,-0.000670578,-0.999994144,0.00684428
0.000661551,-0.003346461,-0.000419192,-0.999994094,0.00687376
-0.001084296,-0.003244254,-0.000361306,-0.999994084,0.0068794
-0.001191345,0.000977256,-0.003083301,-0.999994059,0.00689393
0.002670823,-0.001710467,0.00136376,-0.999994041,0.00690469
0.002205075,-0.002469178,0.001040504,-0.999993979,0.00694034
0.002907127,0.001704235,0.000832879,-0.999993975,0.00694253
0.000577306,-0.003339842,-0.000861544,-0.999993885,0.00699433
0.002905283,0.001139666,0.001589853,-0.999993866,0.00700501
-0.00297389,0.000685928,0.001721908,-0.99999386,0.00700835
0.001717856,-0.001459342,-0.00268403,-0.999993858,0.00700996
0.002807316,-0.000496383,0.002047655,-0.99999384,0.0070201
-0.002867468,-0.000423076,-0.002015366,-0.999993768,0.00706077
0.003440961,0.000586709,0.000551202,-0.999993756,0.00706777
-0.002711662,0.000436779,0.002225298,-0.999993752,0.00706983
-0.001088967,0.001896389,-0.002781335,-0.999993741,0.00707628
-0.000611629,0.000809157,0.003389713,-0.99999374,0.00707661
-0.002390449,-0.000214426,0.002616508,-0.999993697,0.00710088
-0.001146475,0.000841515,-0.003257702,-0.999993682,0.00710935
-0.003243208,-0.000067898,-0.00146972,-0.999993658,0.00712271
-0.001083323,-0.00005669,-0.00339348,-0.999993654,0.00712524
0.000214415,0.003550812,0.000456232,-0.999993569,0.00717284
0.000623456,-0.000080136,-0.003530985,-0.999993568,0.00717294
0.002701986,-0.00091318,0.002177432,-0.999993562,0.00717655
0.002564647,0.001056571,0.002280844,-0.999993552,0.00718217
-0.003323259,0.000420697,-0.001339653,-0.999993492,0.00721551
-0.00100436,0.001750533,0.002994314,-0.99999348,0.00722184
0.001928832,0.000835831,-0.002943073,-0.99999346,0.00723354
0.001476208,-0.001757614,-0.002800383,-0.999993445,0.00724159
-0.00195897,0.001999068,0.002322967,-0.999993385,0.00727466
0.000797809,0.003453332,-0.000826727,-0.999993377,0.00727886
0.003275531,-0.001345865,-0.000846642,-0.999993371,0.00728207
-0.000448826,0.002021457,0.002997524,-0.999993364,0.00728653
0.002568246,0.000404875,-0.002553617,-0.99999336,0.00728868
0.002688106,0.00231328,0.000906063,-0.999993301,0.00732071
-0.000343686,-0.003385156,0.001351789,-0.999993298,0.00732256
-0.001959446,-0.001968426,-0.002387171,-0.999993294,0.00732471
-0.002155843,-0.000692556,-0.002881,-0.999993286,0.00732883
-0.002354771,0.002392825,-0.00146868,-0.999993286,0.00732885
-0.002216804,0.002815414,-0.000777663,-0.999993277,0.00733363
-0.00127188,-0.000038937,-0.003442973,-0.999993263,0.0073413
-0.000206172,0.003319078,-0.001563649,-0.999993248,0.00734945
0.003142776,0.001921237,0.00013282,-0.999993207,0.00737181
-0.001562308,0.002593842,0.002104358,-0.999993201,0.00737474
0.000330743,-0.002588771,0.002605405,-0.9999932,0.00737552
0.00292902,-0.001358525,0.00178394,-0.999993196,0.00737769
0.002786342,0.001588093,-0.001826155,-0.99999319,0.00738118
0.002343291,-0.001318481,-0.002539902,-0.99999316,0.00739752
-0.000220703,0.000027312,-0.003692058,-0.99999316,0.00739775
-0.001437017,0.003345979,0.000665921,-0.999993148,0.00740379
-0.002235179,0.002952805,0.000322617,-0.99999309,0.00743485
-0.000906279,0.003573274,0.000513898,-0.999993073,0.00744411
0.000203297,-0.000469032,0.003687267,-0.999993071,0.00744511
0.002814457,0.002269903,-0.000888479,-0.999993068,0.00744661
-0.001549714,0.002138688,-0.002629373,-0.999993055,0.00745356
-0.002058776,-0.002061907,0.002323927,-0.999993055,0.00745392
0.002947246,0.001870595,-0.001313343,-0.999993045,0.00745938
-0.002603224,-0.002084365,-0.001695223,-0.999993002,0.00748199
-0.003206148,0.001773758,-0.000811419,-0.999992958,0.00750578
-0.003373178,0.001223745,-0.001103769,-0.999992953,0.00750847
0.002942357,-0.000587564,-0.002277927,-0.999992904,0.00753435
-0.000077139,-0.001043801,0.003619134,-0.999992903,0.0075347
-0.000640152,-0.001051369,0.003565769,-0.999992885,0.0075447
-0.003732198,-0.000557412,-0.000043016,-0.999992879,0.0075477
0.000964818,0.0010379,-0.003506292,-0.999992849,0.00756367
0.002128467,-0.000972438,0.002988963,-0.999992795,0.007592
-0.001464183,-0.002629362,0.00232998,-0.999992757,0.00761221
-0.003252851,0.001138924,-0.001618184,-0.999992752,0.00761502
-0.002580302,-0.001411132,0.00243664,-0.999992707,0.00763841
0.003748291,0.000742461,0.000019339,-0.999992699,0.00764235
-0.002598305,0.002549979,-0.001163735,-0.999992696,0.00764407
-0.001651047,-0.003445559,-0.000149789,-0.99999269,0.0076473
-0.00113265,0.003609158,-0.000578039,-0.999992678,0.00765329
-0.000327654,-0.002359643,0.002999544,-0.999992664,0.00766108
-0.003435257,0.001507345,-0.000781396,-0.999992658,0.00766389
-0.000022321,-0.003790163,-0.000581936,-0.999992648,0.00766931
-0.001758396,-0.003051491,0.001571196,-0.999992564,0.00771307
-0.000135281,-0.003269954,0.002066979,-0.999992508,0.00774162
-0.003011251,0.002438373,0.000065669,-0.999992491,0.00775053
-0.001491108,-0.000959937,0.003447865,-0.999992484,0.00775438
0.000849338,-0.003496106,0.001457023,-0.999992466,0.00776335
-0.001716689,-0.003276628,-0.00122405,-0.999992409,0.00779282
0.001041032,0.001922156,-0.003228224,-0.9999924,0.00779759
-0.000543503,-0.002626567,0.002832994,-0.99999239,0.00780265
-0.001009788,0.002716948,0.002613898,-0.999992383,0.00780618
-0.002742842,0.002747593,0.000425552,-0.999992373,0.00781118
0.001235407,-0.000610028,-0.003658977,-0.999992357,0.00781965
0.000435195,-0.003886401,0.000064101,-0.999992351,0.00782245
-0.003038292,-0.000301462,0.002460468,-0.999992312,0.00784243
0.003708476,0.000371207,0.001223245,-0.999992307,0.00784519
-0.00252085,-0.00163294,0.002533249,-0.999992281,0.00785827
-0.003658431,0.001198247,0.00079587,-0.999992273,0.00786214
0.003070531,-0.001241079,0.002149911,-0.999992205,0.00789701
0.002426001,-0.001050297,0.002932959,-0.999992205,0.00789719
0.003182443,0.001549704,0.00175731,-0.999992191,0.00790392
0.001830082,0.000528837,0.003462564,-0.999992191,0.00790421
0.003303119,0.001279211,0.001755084,-0.999992186,0.00790631
0.000792745,-0.003854516,0.000388947,-0.999992181,0.00790874
0.001935101,0.000844754,0.003351443,-0.999992155,0.0079224
0.001528588,0.001287813,-0.003421117,-0.99999215,0.00792449
0.002750976,-0.000512456,-0.002816756,-0.999992118,0.00794084
-0.00347873,0.00162042,0.001028911,-0.999992107,0.00794631
-0.000616021,-0.003144228,0.002358915,-0.999992085,0.00795753
0.002910436,-0.001394485,0.002337522,-0.99999206,0.00796973
-0.000062794,-0.001191283,-0.003813113,-0.999992019,0.00799074
-0.002694463,0.002522494,-0.001537826,-0.999992006,0.00799702
0.000344867,0.00327791,-0.002270621,-0.99999199,0.00800469
-0.002981532,0.002431391,0.001107875,-0.999991986,0.00800717
-0.00213968,0.003063842,0.001502163,-0.999991889,0.00805535
-0.000714321,-0.000537403,0.003930878,-0.999991875,0.0080625
-0.00369753,-0.001173775,0.001103017,-0.999991867,0.00806627
0.003239831,0.002047429,-0.001295327,-0.999991817,0.00809107
0.000912064,0.001228282,-0.003749795,-0.999991799,0.00809985
-0.001232675,0.002121778,-0.003222046,-0.999991798,0.00810008
-0.002250632,0.001323246,-0.003104026,-0.999991774,0.00811219
-0.002195237,-0.000664369,-0.003346741,-0.999991769,0.00811461
0.000566587,-0.001664184,-0.003660791,-0.999991754,0.0081219
0.002562814,0.001241692,0.002914798,-0.999991697,0.00815019
-0.003617879,0.001170787,0.001473182,-0.999991685,0.00815599
0.003163033,-0.001233167,0.002260063,-0.999991683,0.00815684
-0.003249577,-0.002098404,0.001297061,-0.999991677,0.00815972
-0.003676109,0.000243739,-0.001756535,-0.999991671,0.00816304
0.000428306,-0.000553915,-0.004022487,-0.999991665,0.00816593
0.001359149,-0.003647094,-0.001236111,-0.999991662,0.00816744
0.000972058,0.003792822,-0.001203316,-0.999991611,0.00819234
-0.003218242,0.000339579,0.002512479,-0.999991607,0.00819382
0.002070227,0.001715083,0.003108446,-0.999991555,0.00821938
-0.002096486,0.003367425,0.001108252,-0.999991518,0.00823732
0.001869812,-0.001904439,-0.003140806,-0.999991506,0.00824311
0.000150434,0.001178503,-0.003951296,-0.999991488,0.00825195
0.00385173,-0.001461685,-0.000251988,-0.999991482,0.00825493
0.002146022,-0.002577299,-0.002408969,-0.999991474,0.0082586
-0.003864094,0.001238142,-0.00083007,-0.999991423,0.00828332
-0.001036402,-0.002522071,0.003118729,-0.999991419,0.00828526
-0.001404824,-0.003124865,0.002331469,-0.999991413,0.00828845
-0.001295379,-0.003024171,0.002521421,-0.999991409,0.00829005
-0.000245734,0.003183454,0.002644735,-0.999991405,0.00829219
0.003605676,0.00132623,-0.001559587,-0.999991404,0.00829278
0.002010647,-0.002800867,0.00231129,-0.999991385,0.00830178
0.00121417,0.003174926,0.002382653,-0.999991384,0.00830216
-0.002875032,0.002911725,0.000723353,-0.999991366,0.00831078
0.002529426,0.003053987,-0.001282951,-0.999991315,0.00833572
-0.001985631,-0.002641342,-0.002542012,-0.999991309,0.00833836
0.000328606,-0.004165052,-0.00004559,-0.999991271,0.00835651
0.000392483,-0.004038591,-0.001009964,-0.999991258,0.00836284
0.000014889,0.000274552,0.004179976,-0.999991226,0.00837815
-0.002206751,-0.003556245,-0.000186417,-0.999991224,0.00837888
0.000131992,-0.003508818,0.002287715,-0.999991219,0.00838175
0.001711954,-0.000928036,-0.00371159,-0.999991216,0.00838281
0.003552689,0.000818785,0.002072479,-0.999991206,0.00838745
-0.003115694,0.001300575,0.002491519,-0.999991197,0.00839198
-0.002756016,-0.002173561,0.002302961,-0.999991188,0.00839612
0.003854594,0.001150122,0.001206218,-0.999991182,0.00839895
0.003030003,0.002116359,-0.002001492,-0.999991167,0.00840626
-0.002516074,-0.001079226,0.003191535,-0.999991159,0.00840967
-0.001273323,0.000006325,0.004018664,-0.999991114,0.00843108
0.000581172,0.0040756,-0.000927741,-0.999991095,0.00844018
0.0033234,0.000731705,-0.002500224,-0.999991084,0.00844551
-0.0022812,0.003527844,0.000462825,-0.999991068,0.00845311
-0.000580712,0.00280412,-0.003122191,-0.999991026,0.00847301
-0.004060249,0.00096818,-0.000740805,-0.999991014,0.00847869
0.00398159,-0.000956314,0.001097463,-0.999991014,0.00847873
-0.000848109,0.003585373,0.002099117,-0.99999101,0.0084807
0.004022299,0.000182092,-0.00134062,-0.999990995,0.00848743
-0.0003573,0.002354554,-0.003538633,-0.999990903,0.00853068
0.001814217,-0.000032327,0.003860332,-0.999990903,0.00853114
0.003606508,-0.00028842,-0.002267423,-0.999990884,0.00853965
0.001732196,-0.00325893,-0.002173009,-0.999990828,0.00856569
0.000123478,0.004267155,-0.000356746,-0.999990824,0.00856766
-0.000978786,-0.002921848,-0.002988672,-0.999990786,0.00858534
-0.002146747,0.003295885,0.001727081,-0.999990773,0.00859168
-0.002631915,0.002002178,-0.002745821,-0.999990762,0.00859667
-0.00232797,-0.000612554,0.003561232,-0.999990761,0.00859697
0.001537028,0.004021733,0.000095519,-0.999990727,0.00861302
0.002067033,-0.003617466,0.001114931,-0.999990699,0.008626
-0.002941438,0.003082913,0.000892429,-0.999990524,0.00870702
-0.001245805,0.000114011,-0.004172679,-0.999990512,0.00871242
0.000351424,-0.000098841,-0.004344792,-0.999990495,0.00872003
-0.000137164,-0.001384337,0.004136274,-0.999990478,0.00872802
0.000184006,-0.004041957,0.001640141,-0.999990469,0.00873181
0.003944145,-0.001886375,0.000164023,-0.999990429,0.00875025
-0.002472449,0.000701763,0.00354521,-0.999990413,0.0087575
0.001187759,0.002993526,-0.002977908,-0.99999038,0.00877271
-0.0005871,0.001232076,0.004168931,-0.999990379,0.00877311
-0.001633356,-0.00293579,0.002821672,-0.999990376,0.00877461
0.002403432,-0.002620925,-0.002570257,-0.999990374,0.00877536
-0.00213446,-0.003109478,-0.002243542,-0.999990371,0.00877674
-0.000805359,-0.003204748,-0.002908509,-0.999990311,0.00880426
-0.000200788,0.004160603,0.001435137,-0.999990295,0.0088115
0.000259915,0.001974394,0.003934854,-0.999990276,0.00882034
-0.001521706,0.002488076,-0.003309493,-0.999990271,0.0088223
-0.002728153,0.002829449,0.002026715,-0.999990222,0.00884442
0.000772889,0.004221229,-0.00107848,-0.99999021,0.00884976
0.002501803,0.003455973,0.001241592,-0.999990128,0.00888692
0.004333986,0.000978561,0.000222852,-0.999990105,0.00889738
-0.001454133,-0.000013235,0.0042043,-0.999990105,0.00889749
-0.000191277,0.00199618,-0.003971056,-0.999990105,0.00889757
-0.001684378,0.003734093,-0.001751111,-0.999990076,0.00891009
0.00326988,-0.001161643,-0.002808676,-0.999990035,0.00892879
-0.003447195,0.002621694,-0.001107223,-0.999990009,0.00894037
-0.002435089,-0.001890754,-0.003242044,-0.999989992,0.00894791
-0.002688985,0.002426117,0.002628655,-0.999989987,0.00895034
0.003616611,0.002619967,-0.000305306,-0.999989981,0.00895264
-0.00169611,-0.002748652,0.003117848,-0.999989924,0.00897844
-0.004250882,-0.001328606,-0.000573617,-0.999989918,0.00898096
-0.002883009,-0.002945392,0.001783831,-0.999989915,0.00898201
0.00129886,-0.003955115,-0.00175977,-0.999989787,0.00903928
-0.000032858,-0.004069318,0.001967592,-0.999989784,0.00904032
-0.000595121,-0.00279295,-0.003505712,-0.999989778,0.00904312
0.000973385,0.001598257,-0.004116144,-0.999989778,0.00904324
-0.003931124,-0.002015174,-0.00101366,-0.999989729,0.00906478
0.000593281,-0.000763924,0.004428053,-0.999989728,0.00906505
-0.001455503,-0.002015402,-0.003791057,-0.999989724,0.00906687
0.000137369,0.004437338,0.000946927,-0.999989697,0.0090787
0.002882544,0.001980289,-0.002894239,-0.999989696,0.00907914
0.001030086,-0.004036504,-0.001809496,-0.999989686,0.00908385
-0.002281603,-0.003344913,-0.002062705,-0.999989675,0.00908823
-0.001954412,-0.004085716,0.000380149,-0.999989671,0.00909011
0.000360178,0.002011993,-0.004060571,-0.999989667,0.00909214
0.002408236,-0.003510243,0.001614936,-0.999989635,0.00910589
0.00240076,0.002514182,0.002945949,-0.999989618,0.00911331
0.001990405,0.003747882,-0.001663359,-0.999989612,0.009116
0.002621969,0.003420378,0.001485225,-0.99998961,0.00911703
-0.004460429,-0.000267719,-0.000903782,-0.999989608,0.0091179
0.003180073,0.001911357,-0.002654978,-0.999989592,0.00912474
0.004480802,0.000775416,0.000422575,-0.999989571,0.00913404
-0.003906929,-0.002046878,-0.001187817,-0.999989568,0.00913568
0.00125472,0.000130482,0.00440178,-0.999989516,0.00915797
0.000255224,-0.004136545,-0.001955339,-0.9999895,0.00916513
-0.003406796,-0.000591862,-0.003011385,-0.999989487,0.00917075
0.003341067,-0.002115476,-0.002327042,-0.999989473,0.00917664
0.00260047,-0.003670772,-0.000946381,-0.999989434,0.00919405
-0.00068651,-0.001589644,-0.004260605,-0.999989424,0.00919787
-0.00102464,-0.004267834,-0.001436627,-0.999989336,0.00923655
0.004399915,0.001410165,-0.000148903,-0.999989315,0.00924556
0.002080616,0.001651762,-0.003793686,-0.999989275,0.00926269
-0.004547572,-0.000945752,-0.000205024,-0.999989191,0.00929882
0.003579596,-0.002953806,-0.00033247,-0.999989175,0.00930573
0.000552071,0.003527721,0.003000223,-0.999989124,0.00932751
-0.001993332,-0.002228496,0.003593258,-0.999989074,0.00934908
-0.003001023,0.003490841,-0.000850079,-0.999989043,0.00936268
0.00161078,0.000072955,-0.004404382,-0.999989001,0.00938063
0.001823462,0.003135685,0.002977521,-0.999988988,0.00938569
-0.001892853,0.004248732,0.000624986,-0.999988987,0.00938622
-0.000220943,0.00107806,-0.00456544,-0.999988973,0.00939241
0.003374873,0.000158468,0.003272946,-0.999988936,0.00940807
-0.002220313,-0.000382075,-0.004131933,-0.999988926,0.00941249
0.000887573,0.003635019,-0.002861679,-0.999988905,0.0094213
0.002540071,0.003949297,-0.000378698,-0.999988904,0.00942178
0.001298155,0.000840888,-0.004452842,-0.99998889,0.00942778
0.002975935,0.003092446,-0.001952195,-0.999988885,0.00942977
0.003373587,0.002682844,0.001914069,-0.999988879,0.00943243
-0.002449331,0.004012899,0.000468896,-0.999988839,0.00944935
-0.000630096,0.004675795,0.00026559,-0.999988835,0.00945108
0.000289717,0.003734203,-0.002888076,-0.999988815,0.0094592
-0.001117086,-0.000662976,0.004552434,-0.999988794,0.00946831
0.002769662,-0.001695287,0.003447284,-0.999988786,0.00947178
0.003816736,0.000450834,-0.002771282,-0.999988775,0.0094765
-0.002612196,-0.002278662,-0.003242359,-0.999988736,0.00949296
0.000799203,0.002646915,-0.003857945,-0.999988736,0.00949305
-0.001490011,0.001612655,-0.004215471,-0.999988704,0.00950606
